precinct,office,district,candidate,party,votes
01-490 Fairbanks No. 7,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,6
01-490 Fairbanks No. 7,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,22
01-490 Fairbanks No. 7,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,10
01-490 Fairbanks No. 7,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,10
01-490 Fairbanks No. 7,State Senate,A,Registered Voters,,1919
01-490 Fairbanks No. 7,State Senate,A,Times Counted,,83
01-490 Fairbanks No. 7,State Senate,A,"Kawasaki, Scott",DEM,74
01-490 Fairbanks No. 7,State Senate,A,Registered Voters,,1919
01-490 Fairbanks No. 7,State Senate,A,Times Counted,,73
01-490 Fairbanks No. 7,State Senate,A,"Kelly, Pete",REP,62
01-490 Fairbanks No. 7,State House,1,Registered Voters,,1919
01-490 Fairbanks No. 7,State House,1,Times Counted,,83
01-490 Fairbanks No. 7,State House,1,"Dodge, Kathryn E.",DEM,74
01-490 Fairbanks No. 7,State House,1,Registered Voters,,1919
01-490 Fairbanks No. 7,State House,1,Times Counted,,73
01-490 Fairbanks No. 7,State House,1,"LeBon, Barton S.",REP,33
01-490 Fairbanks No. 7,State House,1,"Falke, Wolfgang",REP,34
01-495 Fairbanks No. 10,U.S. House,1,Registered Voters,,828
01-495 Fairbanks No. 10,U.S. House,1,Times Counted,,26
01-495 Fairbanks No. 10,U.S. House,1,"Cumings, Christophe",DEM,2
01-495 Fairbanks No. 10,U.S. House,1,"Galvin, Alyse S.",DEM,14
01-495 Fairbanks No. 10,U.S. House,1,"Hafner, Carol",DEM,3
01-495 Fairbanks No. 10,U.S. House,1,"Shein, Dimitri",DEM,4
01-495 Fairbanks No. 10,U.S. House,1,Registered Voters,,828
01-495 Fairbanks No. 10,U.S. House,1,Times Counted,,47
01-495 Fairbanks No. 10,U.S. House,1,"Nelson, Thomas",REP,10
01-495 Fairbanks No. 10,U.S. House,1,"Whittaker, Jed",REP,6
01-495 Fairbanks No. 10,U.S. House,1,"Young, Don",REP,27
01-495 Fairbanks No. 10,GOVERNOR,,Registered Voters,,828
01-495 Fairbanks No. 10,GOVERNOR,,Times Counted,,26
01-495 Fairbanks No. 10,GOVERNOR,,"Begich, Mark",DEM,23
01-495 Fairbanks No. 10,GOVERNOR,,"Toien, William S.",LIB,0
01-495 Fairbanks No. 10,GOVERNOR,,Registered Voters,,828
01-495 Fairbanks No. 10,GOVERNOR,,Times Counted,,47
01-495 Fairbanks No. 10,GOVERNOR,,"Colbry, Darin A.",REP,1
01-495 Fairbanks No. 10,GOVERNOR,,"Dunleavy, Mike J.",REP,26
01-495 Fairbanks No. 10,GOVERNOR,,"Gordon, Thomas A.",REP,1
01-495 Fairbanks No. 10,GOVERNOR,,"Heikes, Gerald L.",REP,0
01-495 Fairbanks No. 10,GOVERNOR,,"Hlatcu, Merica",REP,0
01-495 Fairbanks No. 10,GOVERNOR,,"Sheldon, Michael D.",REP,0
01-495 Fairbanks No. 10,GOVERNOR,,"Treadwell, Mead",REP,19
01-495 Fairbanks No. 10,LIEUTENANT GOVERNOR,,Registered Voters,,828
01-495 Fairbanks No. 10,LIEUTENANT GOVERNOR,,Times Counted,,26
01-495 Fairbanks No. 10,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,22
01-495 Fairbanks No. 10,LIEUTENANT GOVERNOR,,Registered Voters,,828
01-495 Fairbanks No. 10,LIEUTENANT GOVERNOR,,Times Counted,,47
01-495 Fairbanks No. 10,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,2
01-495 Fairbanks No. 10,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,9
01-495 Fairbanks No. 10,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,3
01-495 Fairbanks No. 10,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,16
01-495 Fairbanks No. 10,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,4
01-495 Fairbanks No. 10,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,7
01-495 Fairbanks No. 10,State Senate,A,Registered Voters,,828
01-495 Fairbanks No. 10,State Senate,A,Times Counted,,26
01-495 Fairbanks No. 10,State Senate,A,"Kawasaki, Scott",DEM,25
01-495 Fairbanks No. 10,State Senate,A,Registered Voters,,828
01-495 Fairbanks No. 10,State Senate,A,Times Counted,,47
01-495 Fairbanks No. 10,State Senate,A,"Kelly, Pete",REP,38
01-495 Fairbanks No. 10,State House,1,Registered Voters,,828
01-495 Fairbanks No. 10,State House,1,Times Counted,,26
01-495 Fairbanks No. 10,State House,1,"Dodge, Kathryn E.",DEM,23
01-495 Fairbanks No. 10,State House,1,Registered Voters,,828
01-495 Fairbanks No. 10,State House,1,Times Counted,,47
01-495 Fairbanks No. 10,State House,1,"LeBon, Barton S.",REP,28
01-495 Fairbanks No. 10,State House,1,"Falke, Wolfgang",REP,15
02-345 Badger No. 2,U.S. House,1,Registered Voters,,3061
02-345 Badger No. 2,U.S. House,1,Times Counted,,85
02-345 Badger No. 2,U.S. House,1,"Cumings, Christophe",DEM,14
02-345 Badger No. 2,U.S. House,1,"Galvin, Alyse S.",DEM,35
02-345 Badger No. 2,U.S. House,1,"Hafner, Carol",DEM,12
02-345 Badger No. 2,U.S. House,1,"Shein, Dimitri",DEM,18
02-345 Badger No. 2,U.S. House,1,Registered Voters,,3061
02-345 Badger No. 2,U.S. House,1,Times Counted,,279
02-345 Badger No. 2,U.S. House,1,"Nelson, Thomas",REP,41
02-345 Badger No. 2,U.S. House,1,"Whittaker, Jed",REP,43
02-345 Badger No. 2,U.S. House,1,"Young, Don",REP,185
02-345 Badger No. 2,GOVERNOR,,Registered Voters,,3061
02-345 Badger No. 2,GOVERNOR,,Times Counted,,85
02-345 Badger No. 2,GOVERNOR,,"Begich, Mark",DEM,67
02-345 Badger No. 2,GOVERNOR,,"Toien, William S.",LIB,14
02-345 Badger No. 2,GOVERNOR,,Registered Voters,,3061
02-345 Badger No. 2,GOVERNOR,,Times Counted,,279
02-345 Badger No. 2,GOVERNOR,,"Colbry, Darin A.",REP,1
02-345 Badger No. 2,GOVERNOR,,"Dunleavy, Mike J.",REP,184
02-345 Badger No. 2,GOVERNOR,,"Gordon, Thomas A.",REP,5
02-345 Badger No. 2,GOVERNOR,,"Heikes, Gerald L.",REP,1
02-345 Badger No. 2,GOVERNOR,,"Hlatcu, Merica",REP,4
02-345 Badger No. 2,GOVERNOR,,"Sheldon, Michael D.",REP,2
02-345 Badger No. 2,GOVERNOR,,"Treadwell, Mead",REP,78
02-345 Badger No. 2,LIEUTENANT GOVERNOR,,Registered Voters,,3061
02-345 Badger No. 2,LIEUTENANT GOVERNOR,,Times Counted,,85
02-345 Badger No. 2,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,65
02-345 Badger No. 2,LIEUTENANT GOVERNOR,,Registered Voters,,3061
02-345 Badger No. 2,LIEUTENANT GOVERNOR,,Times Counted,,279
02-345 Badger No. 2,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,20
02-345 Badger No. 2,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,68
02-345 Badger No. 2,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,22
02-345 Badger No. 2,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,85
02-345 Badger No. 2,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,34
02-345 Badger No. 2,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,27
02-345 Badger No. 2,State Senate,A,Registered Voters,,3061
02-345 Badger No. 2,State Senate,A,Times Counted,,85
02-345 Badger No. 2,State Senate,A,"Kawasaki, Scott",DEM,77
02-345 Badger No. 2,State Senate,A,Registered Voters,,3061
02-345 Badger No. 2,State Senate,A,Times Counted,,279
02-345 Badger No. 2,State Senate,A,"Kelly, Pete",REP,251
02-345 Badger No. 2,State House,2,Registered Voters,,3061
02-345 Badger No. 2,State House,2,Times Counted,,85
02-345 Badger No. 2,State House,2,"Lawrence, Van",DEM,73
02-345 Badger No. 2,State House,2,Registered Voters,,3061
02-345 Badger No. 2,State House,2,Times Counted,,279
02-345 Badger No. 2,State House,2,"Thompson, Steve",REP,257
02-355 Fairbanks No. 8,U.S. House,1,Registered Voters,,2069
02-355 Fairbanks No. 8,U.S. House,1,Times Counted,,121
02-355 Fairbanks No. 8,U.S. House,1,"Cumings, Christophe",DEM,11
02-355 Fairbanks No. 8,U.S. House,1,"Galvin, Alyse S.",DEM,63
02-355 Fairbanks No. 8,U.S. House,1,"Hafner, Carol",DEM,20
02-355 Fairbanks No. 8,U.S. House,1,"Shein, Dimitri",DEM,16
02-355 Fairbanks No. 8,U.S. House,1,Registered Voters,,2069
02-355 Fairbanks No. 8,U.S. House,1,Times Counted,,138
02-355 Fairbanks No. 8,U.S. House,1,"Nelson, Thomas",REP,26
02-355 Fairbanks No. 8,U.S. House,1,"Whittaker, Jed",REP,21
02-355 Fairbanks No. 8,U.S. House,1,"Young, Don",REP,90
02-355 Fairbanks No. 8,GOVERNOR,,Registered Voters,,2069
02-355 Fairbanks No. 8,GOVERNOR,,Times Counted,,121
02-355 Fairbanks No. 8,GOVERNOR,,"Begich, Mark",DEM,94
02-355 Fairbanks No. 8,GOVERNOR,,"Toien, William S.",LIB,13
02-355 Fairbanks No. 8,GOVERNOR,,Registered Voters,,2069
02-355 Fairbanks No. 8,GOVERNOR,,Times Counted,,138
02-355 Fairbanks No. 8,GOVERNOR,,"Colbry, Darin A.",REP,2
02-355 Fairbanks No. 8,GOVERNOR,,"Dunleavy, Mike J.",REP,62
02-355 Fairbanks No. 8,GOVERNOR,,"Gordon, Thomas A.",REP,3
02-355 Fairbanks No. 8,GOVERNOR,,"Heikes, Gerald L.",REP,3
02-355 Fairbanks No. 8,GOVERNOR,,"Hlatcu, Merica",REP,2
02-355 Fairbanks No. 8,GOVERNOR,,"Sheldon, Michael D.",REP,3
02-355 Fairbanks No. 8,GOVERNOR,,"Treadwell, Mead",REP,57
02-355 Fairbanks No. 8,LIEUTENANT GOVERNOR,,Registered Voters,,2069
02-355 Fairbanks No. 8,LIEUTENANT GOVERNOR,,Times Counted,,121
02-355 Fairbanks No. 8,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,87
02-355 Fairbanks No. 8,LIEUTENANT GOVERNOR,,Registered Voters,,2069
02-355 Fairbanks No. 8,LIEUTENANT GOVERNOR,,Times Counted,,138
02-355 Fairbanks No. 8,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,13
02-355 Fairbanks No. 8,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,21
02-355 Fairbanks No. 8,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,8
02-355 Fairbanks No. 8,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,47
02-355 Fairbanks No. 8,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,15
02-355 Fairbanks No. 8,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,12
02-355 Fairbanks No. 8,State Senate,A,Registered Voters,,2069
02-355 Fairbanks No. 8,State Senate,A,Times Counted,,121
02-355 Fairbanks No. 8,State Senate,A,"Kawasaki, Scott",DEM,111
02-355 Fairbanks No. 8,State Senate,A,Registered Voters,,2069
02-355 Fairbanks No. 8,State Senate,A,Times Counted,,138
02-355 Fairbanks No. 8,State Senate,A,"Kelly, Pete",REP,107
02-355 Fairbanks No. 8,State House,2,Registered Voters,,2069
02-355 Fairbanks No. 8,State House,2,Times Counted,,121
02-355 Fairbanks No. 8,State House,2,"Lawrence, Van",DEM,98
02-355 Fairbanks No. 8,State House,2,Registered Voters,,2069
02-355 Fairbanks No. 8,State House,2,Times Counted,,138
02-355 Fairbanks No. 8,State House,2,"Thompson, Steve",REP,113
02-365 Fairbanks No. 9,U.S. House,1,Registered Voters,,3022
02-365 Fairbanks No. 9,U.S. House,1,Times Counted,,115
02-365 Fairbanks No. 9,U.S. House,1,"Cumings, Christophe",DEM,15
02-365 Fairbanks No. 9,U.S. House,1,"Galvin, Alyse S.",DEM,63
02-365 Fairbanks No. 9,U.S. House,1,"Hafner, Carol",DEM,15
02-365 Fairbanks No. 9,U.S. House,1,"Shein, Dimitri",DEM,16
02-365 Fairbanks No. 9,U.S. House,1,Registered Voters,,3022
02-365 Fairbanks No. 9,U.S. House,1,Times Counted,,189
02-365 Fairbanks No. 9,U.S. House,1,"Nelson, Thomas",REP,25
02-365 Fairbanks No. 9,U.S. House,1,"Whittaker, Jed",REP,33
02-365 Fairbanks No. 9,U.S. House,1,"Young, Don",REP,128
02-365 Fairbanks No. 9,GOVERNOR,,Registered Voters,,3022
02-365 Fairbanks No. 9,GOVERNOR,,Times Counted,,115
02-365 Fairbanks No. 9,GOVERNOR,,"Begich, Mark",DEM,91
02-365 Fairbanks No. 9,GOVERNOR,,"Toien, William S.",LIB,17
02-365 Fairbanks No. 9,GOVERNOR,,Registered Voters,,3022
02-365 Fairbanks No. 9,GOVERNOR,,Times Counted,,189
02-365 Fairbanks No. 9,GOVERNOR,,"Colbry, Darin A.",REP,1
02-365 Fairbanks No. 9,GOVERNOR,,"Dunleavy, Mike J.",REP,95
02-365 Fairbanks No. 9,GOVERNOR,,"Gordon, Thomas A.",REP,0
02-365 Fairbanks No. 9,GOVERNOR,,"Heikes, Gerald L.",REP,3
02-365 Fairbanks No. 9,GOVERNOR,,"Hlatcu, Merica",REP,1
02-365 Fairbanks No. 9,GOVERNOR,,"Sheldon, Michael D.",REP,9
02-365 Fairbanks No. 9,GOVERNOR,,"Treadwell, Mead",REP,78
02-365 Fairbanks No. 9,LIEUTENANT GOVERNOR,,Registered Voters,,3022
02-365 Fairbanks No. 9,LIEUTENANT GOVERNOR,,Times Counted,,115
02-365 Fairbanks No. 9,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,91
02-365 Fairbanks No. 9,LIEUTENANT GOVERNOR,,Registered Voters,,3022
02-365 Fairbanks No. 9,LIEUTENANT GOVERNOR,,Times Counted,,189
02-365 Fairbanks No. 9,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,13
02-365 Fairbanks No. 9,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,42
02-365 Fairbanks No. 9,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,15
02-365 Fairbanks No. 9,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,58
02-365 Fairbanks No. 9,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,18
02-365 Fairbanks No. 9,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,24
02-365 Fairbanks No. 9,State Senate,A,Registered Voters,,3022
02-365 Fairbanks No. 9,State Senate,A,Times Counted,,115
02-365 Fairbanks No. 9,State Senate,A,"Kawasaki, Scott",DEM,105
02-365 Fairbanks No. 9,State Senate,A,Registered Voters,,3022
02-365 Fairbanks No. 9,State Senate,A,Times Counted,,189
02-365 Fairbanks No. 9,State Senate,A,"Kelly, Pete",REP,163
02-365 Fairbanks No. 9,State House,2,Registered Voters,,3022
02-365 Fairbanks No. 9,State House,2,Times Counted,,115
02-365 Fairbanks No. 9,State House,2,"Lawrence, Van",DEM,91
02-365 Fairbanks No. 9,State House,2,Registered Voters,,3022
02-365 Fairbanks No. 9,State House,2,Times Counted,,189
02-365 Fairbanks No. 9,State House,2,"Thompson, Steve",REP,168
02-375 Fort Wainwright,U.S. House,1,Registered Voters,,3027
02-375 Fort Wainwright,U.S. House,1,Times Counted,,2
02-375 Fort Wainwright,U.S. House,1,"Cumings, Christophe",DEM,0
02-375 Fort Wainwright,U.S. House,1,"Galvin, Alyse S.",DEM,0
02-375 Fort Wainwright,U.S. House,1,"Hafner, Carol",DEM,2
02-375 Fort Wainwright,U.S. House,1,"Shein, Dimitri",DEM,0
02-375 Fort Wainwright,U.S. House,1,Registered Voters,,3027
02-375 Fort Wainwright,U.S. House,1,Times Counted,,16
02-375 Fort Wainwright,U.S. House,1,"Nelson, Thomas",REP,4
02-375 Fort Wainwright,U.S. House,1,"Whittaker, Jed",REP,1
02-375 Fort Wainwright,U.S. House,1,"Young, Don",REP,10
02-375 Fort Wainwright,GOVERNOR,,Registered Voters,,3027
02-375 Fort Wainwright,GOVERNOR,,Times Counted,,2
02-375 Fort Wainwright,GOVERNOR,,"Begich, Mark",DEM,2
02-375 Fort Wainwright,GOVERNOR,,"Toien, William S.",LIB,0
02-375 Fort Wainwright,GOVERNOR,,Registered Voters,,3027
02-375 Fort Wainwright,GOVERNOR,,Times Counted,,16
02-375 Fort Wainwright,GOVERNOR,,"Colbry, Darin A.",REP,0
02-375 Fort Wainwright,GOVERNOR,,"Dunleavy, Mike J.",REP,10
02-375 Fort Wainwright,GOVERNOR,,"Gordon, Thomas A.",REP,0
02-375 Fort Wainwright,GOVERNOR,,"Heikes, Gerald L.",REP,0
02-375 Fort Wainwright,GOVERNOR,,"Hlatcu, Merica",REP,0
02-375 Fort Wainwright,GOVERNOR,,"Sheldon, Michael D.",REP,1
02-375 Fort Wainwright,GOVERNOR,,"Treadwell, Mead",REP,5
02-375 Fort Wainwright,LIEUTENANT GOVERNOR,,Registered Voters,,3027
02-375 Fort Wainwright,LIEUTENANT GOVERNOR,,Times Counted,,2
02-375 Fort Wainwright,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,2
02-375 Fort Wainwright,LIEUTENANT GOVERNOR,,Registered Voters,,3027
02-375 Fort Wainwright,LIEUTENANT GOVERNOR,,Times Counted,,16
02-375 Fort Wainwright,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,0
02-375 Fort Wainwright,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,5
02-375 Fort Wainwright,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,3
02-375 Fort Wainwright,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,4
02-375 Fort Wainwright,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,1
02-375 Fort Wainwright,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,3
02-375 Fort Wainwright,State Senate,A,Registered Voters,,3027
02-375 Fort Wainwright,State Senate,A,Times Counted,,2
02-375 Fort Wainwright,State Senate,A,"Kawasaki, Scott",DEM,2
02-375 Fort Wainwright,State Senate,A,Registered Voters,,3027
02-375 Fort Wainwright,State Senate,A,Times Counted,,16
02-375 Fort Wainwright,State Senate,A,"Kelly, Pete",REP,15
02-375 Fort Wainwright,State House,2,Registered Voters,,3027
02-375 Fort Wainwright,State House,2,Times Counted,,2
02-375 Fort Wainwright,State House,2,"Lawrence, Van",DEM,2
02-375 Fort Wainwright,State House,2,Registered Voters,,3027
02-375 Fort Wainwright,State House,2,Times Counted,,16
02-375 Fort Wainwright,State House,2,"Thompson, Steve",REP,15
03-130 Badger No. 1,U.S. House,1,Registered Voters,,3271
03-130 Badger No. 1,U.S. House,1,Times Counted,,70
03-130 Badger No. 1,U.S. House,1,"Cumings, Christophe",DEM,8
03-130 Badger No. 1,U.S. House,1,"Galvin, Alyse S.",DEM,32
03-130 Badger No. 1,U.S. House,1,"Hafner, Carol",DEM,14
03-130 Badger No. 1,U.S. House,1,"Shein, Dimitri",DEM,14
03-130 Badger No. 1,U.S. House,1,Registered Voters,,3271
03-130 Badger No. 1,U.S. House,1,Times Counted,,270
03-130 Badger No. 1,U.S. House,1,"Nelson, Thomas",REP,48
03-130 Badger No. 1,U.S. House,1,"Whittaker, Jed",REP,46
03-130 Badger No. 1,U.S. House,1,"Young, Don",REP,166
03-130 Badger No. 1,GOVERNOR,,Registered Voters,,3271
03-130 Badger No. 1,GOVERNOR,,Times Counted,,70
03-130 Badger No. 1,GOVERNOR,,"Begich, Mark",DEM,50
03-130 Badger No. 1,GOVERNOR,,"Toien, William S.",LIB,17
03-130 Badger No. 1,GOVERNOR,,Registered Voters,,3271
03-130 Badger No. 1,GOVERNOR,,Times Counted,,270
03-130 Badger No. 1,GOVERNOR,,"Colbry, Darin A.",REP,2
03-130 Badger No. 1,GOVERNOR,,"Dunleavy, Mike J.",REP,190
03-130 Badger No. 1,GOVERNOR,,"Gordon, Thomas A.",REP,3
03-130 Badger No. 1,GOVERNOR,,"Heikes, Gerald L.",REP,0
03-130 Badger No. 1,GOVERNOR,,"Hlatcu, Merica",REP,4
03-130 Badger No. 1,GOVERNOR,,"Sheldon, Michael D.",REP,3
03-130 Badger No. 1,GOVERNOR,,"Treadwell, Mead",REP,63
03-130 Badger No. 1,LIEUTENANT GOVERNOR,,Registered Voters,,3271
03-130 Badger No. 1,LIEUTENANT GOVERNOR,,Times Counted,,70
03-130 Badger No. 1,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,63
03-130 Badger No. 1,LIEUTENANT GOVERNOR,,Registered Voters,,3271
03-130 Badger No. 1,LIEUTENANT GOVERNOR,,Times Counted,,270
03-130 Badger No. 1,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,18
03-130 Badger No. 1,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,68
03-130 Badger No. 1,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,29
03-130 Badger No. 1,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,82
03-130 Badger No. 1,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,21
03-130 Badger No. 1,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,24
03-130 Badger No. 1,State House,3,Registered Voters,,3271
03-130 Badger No. 1,State House,3,Times Counted,,270
03-130 Badger No. 1,State House,3,"Wilson, Tammie",REP,229
03-135 Chena Lakes,U.S. House,1,Registered Voters,,2731
03-135 Chena Lakes,U.S. House,1,Times Counted,,53
03-135 Chena Lakes,U.S. House,1,"Cumings, Christophe",DEM,9
03-135 Chena Lakes,U.S. House,1,"Galvin, Alyse S.",DEM,18
03-135 Chena Lakes,U.S. House,1,"Hafner, Carol",DEM,12
03-135 Chena Lakes,U.S. House,1,"Shein, Dimitri",DEM,12
03-135 Chena Lakes,U.S. House,1,Registered Voters,,2731
03-135 Chena Lakes,U.S. House,1,Times Counted,,320
03-135 Chena Lakes,U.S. House,1,"Nelson, Thomas",REP,71
03-135 Chena Lakes,U.S. House,1,"Whittaker, Jed",REP,42
03-135 Chena Lakes,U.S. House,1,"Young, Don",REP,198
03-135 Chena Lakes,GOVERNOR,,Registered Voters,,2731
03-135 Chena Lakes,GOVERNOR,,Times Counted,,53
03-135 Chena Lakes,GOVERNOR,,"Begich, Mark",DEM,39
03-135 Chena Lakes,GOVERNOR,,"Toien, William S.",LIB,13
03-135 Chena Lakes,GOVERNOR,,Registered Voters,,2731
03-135 Chena Lakes,GOVERNOR,,Times Counted,,320
03-135 Chena Lakes,GOVERNOR,,"Colbry, Darin A.",REP,0
03-135 Chena Lakes,GOVERNOR,,"Dunleavy, Mike J.",REP,227
03-135 Chena Lakes,GOVERNOR,,"Gordon, Thomas A.",REP,4
03-135 Chena Lakes,GOVERNOR,,"Heikes, Gerald L.",REP,1
03-135 Chena Lakes,GOVERNOR,,"Hlatcu, Merica",REP,1
03-135 Chena Lakes,GOVERNOR,,"Sheldon, Michael D.",REP,3
03-135 Chena Lakes,GOVERNOR,,"Treadwell, Mead",REP,81
03-135 Chena Lakes,LIEUTENANT GOVERNOR,,Registered Voters,,2731
03-135 Chena Lakes,LIEUTENANT GOVERNOR,,Times Counted,,53
03-135 Chena Lakes,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,47
03-135 Chena Lakes,LIEUTENANT GOVERNOR,,Registered Voters,,2731
03-135 Chena Lakes,LIEUTENANT GOVERNOR,,Times Counted,,320
03-135 Chena Lakes,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,24
03-135 Chena Lakes,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,70
03-135 Chena Lakes,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,30
03-135 Chena Lakes,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,112
03-135 Chena Lakes,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,31
03-135 Chena Lakes,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,25
03-135 Chena Lakes,State House,3,Registered Voters,,2731
03-135 Chena Lakes,State House,3,Times Counted,,320
03-135 Chena Lakes,State House,3,"Wilson, Tammie",REP,278
03-165 Newby,U.S. House,1,Registered Voters,,3362
03-165 Newby,U.S. House,1,Times Counted,,85
03-165 Newby,U.S. House,1,"Cumings, Christophe",DEM,9
03-165 Newby,U.S. House,1,"Galvin, Alyse S.",DEM,38
03-165 Newby,U.S. House,1,"Hafner, Carol",DEM,20
03-165 Newby,U.S. House,1,"Shein, Dimitri",DEM,13
03-165 Newby,U.S. House,1,Registered Voters,,3362
03-165 Newby,U.S. House,1,Times Counted,,391
03-165 Newby,U.S. House,1,"Nelson, Thomas",REP,76
03-165 Newby,U.S. House,1,"Whittaker, Jed",REP,58
03-165 Newby,U.S. House,1,"Young, Don",REP,249
03-165 Newby,GOVERNOR,,Registered Voters,,3362
03-165 Newby,GOVERNOR,,Times Counted,,85
03-165 Newby,GOVERNOR,,"Begich, Mark",DEM,60
03-165 Newby,GOVERNOR,,"Toien, William S.",LIB,22
03-165 Newby,GOVERNOR,,Registered Voters,,3362
03-165 Newby,GOVERNOR,,Times Counted,,391
03-165 Newby,GOVERNOR,,"Colbry, Darin A.",REP,2
03-165 Newby,GOVERNOR,,"Dunleavy, Mike J.",REP,269
03-165 Newby,GOVERNOR,,"Gordon, Thomas A.",REP,6
03-165 Newby,GOVERNOR,,"Heikes, Gerald L.",REP,5
03-165 Newby,GOVERNOR,,"Hlatcu, Merica",REP,5
03-165 Newby,GOVERNOR,,"Sheldon, Michael D.",REP,6
03-165 Newby,GOVERNOR,,"Treadwell, Mead",REP,97
03-165 Newby,LIEUTENANT GOVERNOR,,Registered Voters,,3362
03-165 Newby,LIEUTENANT GOVERNOR,,Times Counted,,85
03-165 Newby,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,63
03-165 Newby,LIEUTENANT GOVERNOR,,Registered Voters,,3362
03-165 Newby,LIEUTENANT GOVERNOR,,Times Counted,,391
03-165 Newby,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,35
03-165 Newby,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,76
03-165 Newby,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,43
03-165 Newby,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,124
03-165 Newby,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,36
03-165 Newby,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,46
03-165 Newby,State House,3,Registered Voters,,3362
03-165 Newby,State House,3,Times Counted,,391
03-165 Newby,State House,3,"Wilson, Tammie",REP,338
03-175 North Pole,U.S. House,1,Registered Voters,,1702
03-175 North Pole,U.S. House,1,Times Counted,,32
03-175 North Pole,U.S. House,1,"Cumings, Christophe",DEM,5
03-175 North Pole,U.S. House,1,"Galvin, Alyse S.",DEM,15
03-175 North Pole,U.S. House,1,"Hafner, Carol",DEM,4
03-175 North Pole,U.S. House,1,"Shein, Dimitri",DEM,7
03-175 North Pole,U.S. House,1,Registered Voters,,1702
03-175 North Pole,U.S. House,1,Times Counted,,158
03-175 North Pole,U.S. House,1,"Nelson, Thomas",REP,30
03-175 North Pole,U.S. House,1,"Whittaker, Jed",REP,21
03-175 North Pole,U.S. House,1,"Young, Don",REP,104
03-175 North Pole,GOVERNOR,,Registered Voters,,1702
03-175 North Pole,GOVERNOR,,Times Counted,,32
